"[15:51:07.840] 3, 111.95,"
"82.09, 140.10, 41.39, 95.65, 112.93,"
"82.50, 139.52, 41.39, 95.21, 112.93,"
"83.72, 137.24, 40.79, 94.77, 112.44,"
"81.69, 134.43, 40.18, 94.77, 112.44,"
"81.69, 131.11, 39.88, 94.77, 112.44,"
"[15:51:13.057] 84.96, 128.39, 39.88, 94.33, 112.44,"
"84.55, 125.18, 39.88, 94.33, 111.95,"
"82.91, 123.60, 39.88, 94.33, 111.95,"
"82.50, 122.56, 40.18, 94.33, 111.95,"
"82.91, 122.04, 40.18, 93.89, 111.95,"
"82.91, 120.48, 40.18, 93.89, 111.95,"
"81.69, 119.46, 39.88, 93.89, 111.46,"
"82.50, 118.44, 39.88, 93.89, 111.46,"
"80.48, 117.93, 40.18, 93.89, 111.46,"
"[15:51:13.416] 80.48, 117.93, 39.88, 93.45, 111.46,"
"79.68, 116.92, 39.88, 93.89, 111.46,"
"79.68, 116.92, 39.88, 93.45, 111.46,"
"80.48, 116.92, 39.58, 93.45, 111.46,"
"79.68, 116.41, 39.58, 93.45, 111.46,"
"80.08, 116.41, 39.88, 93.02, 110.97,"
"80.88, 116.41, 39.88, 93.02, 110.97,"
"80.08, 115.91, 39.58, 93.02, 110.97,"
"83.72, 115.41, 39.88, 93.02, 110.97,"
"85.37, 115.41, 39.58, 93.02, 110.97,"
"82.91, 115.41, 39.58, 93.02, 110.97,"
"80.48, 115.41, 39.88, 93.02, 110.48,"
"79.28, 115.41, 39.58, 93.02, 110.97,"
"78.88, 115.41, 39.58, 93.02, 110.48,"
"79.28, 114.91, 39.58, 93.02, 110.48,"
"79.68, 114.91, 39.29, 92.58, 110.48,"
"79.68, 114.91, 39.58, 93.02, 110.48,"
"79.68, 114.41, 39.58, 93.02, 110.48,"
"81.29, 114.91, 39.29, 93.02, 110.48,"
"84.55, 114.41, 39.58, 93.02, 110.48,"
"85.37, 114.41, 39.58, 92.58, 110.48,"
"86.62, 113.92, 39.29, 92.58, 110.48,"
"82.91, 113.92, 39.29, 92.58, 110.48,"
