AA_SN_X,AA_SN_Y,AA_SN_Z,GH_AA_X,GH_AA_Y,GH_AA_Z,GH_SN_X,GH_SN_Y,GH_SN_Z
41.73,7.72,42.4,52.27,40.71,60.76,10.66,48.06,48.85
41.69,7.67,42.35,52.35,40.75,60.85,10.78,48.06,48.87
41.7,7.67,42.37,52.36,40.78,60.87,10.77,48.07,48.89
41.68,7.67,42.34,52.31,40.78,60.87,10.73,48.08,48.9
41.67,7.69,42.33,52.38,40.78,60.89,10.82,48.1,48.92
41.71,7.55,42.35,52.43,40.86,61.0,10.83,48.05,48.88
41.92,7.55,42.56,52.6,40.92,61.07,10.8,48.08,48.9
42.1,7.41,42.71,52.72,41.06,61.27,10.73,48.12,48.92
41.92,7.5,42.55,52.53,40.96,61.09,10.72,48.09,48.9
42.18,7.35,42.78,52.87,41.1,61.43,10.79,48.08,48.92
42.08,7.31,42.67,52.86,41.09,61.42,10.9,48.06,48.89
42.15,7.31,42.74,52.87,41.12,61.45,10.82,48.06,48.9
42.16,7.28,42.75,52.79,41.13,61.41,10.73,48.06,48.88
42.14,7.3,42.74,52.73,41.1,61.33,10.69,48.04,48.85
42.14,7.28,42.74,52.71,41.13,61.28,10.68,48.04,48.84
42.07,7.25,42.66,52.7,41.11,61.3,10.73,48.0,48.81
42.0,7.25,42.58,52.68,41.11,61.37,10.77,48.01,48.85
41.96,7.32,42.56,52.62,41.04,61.28,10.76,48.01,48.85
41.92,7.31,42.52,52.6,41.0,61.19,10.78,47.95,48.78
41.95,7.28,42.54,52.62,41.05,61.25,10.77,47.98,48.81
41.91,7.28,42.5,52.63,41.0,61.28,10.81,47.94,48.78
41.89,7.28,42.48,52.57,40.99,61.29,10.77,47.94,48.78
41.85,7.32,42.44,52.52,40.94,61.24,10.77,47.94,48.78
41.8,7.32,42.39,52.49,40.92,61.22,10.78,47.93,48.77
41.72,7.29,42.29,52.38,40.9,61.11,10.79,47.91,48.72
41.61,7.23,42.16,52.37,40.91,61.11,10.91,47.88,48.69
41.54,7.3,42.1,52.3,40.83,60.99,10.91,47.87,48.67
41.54,7.18,42.08,52.37,40.94,61.16,10.97,47.89,48.71
41.58,7.29,42.14,52.32,40.87,61.07,10.87,47.89,48.71
41.46,7.27,42.03,52.32,40.86,61.03,11.0,47.87,48.69
41.48,7.23,42.03,52.33,40.84,61.07,10.99,47.83,48.66
41.43,7.21,41.98,52.3,40.87,61.1,11.0,47.84,48.68
41.43,7.22,41.97,52.39,40.88,61.22,11.09,47.87,48.73
41.51,7.31,42.09,52.09,40.84,60.76,10.74,47.87,48.63
41.49,7.32,42.07,52.08,40.83,60.72,10.75,47.87,48.62
41.6,7.37,42.2,52.08,40.83,60.72,10.62,47.88,48.63
41.51,7.27,42.08,51.94,40.87,60.62,10.61,47.87,48.58
41.57,7.36,42.17,51.99,40.84,60.65,10.57,47.88,48.62
41.74,7.31,42.33,52.16,40.9,60.8,10.56,47.89,48.64
41.6,7.31,42.18,52.1,40.84,60.7,10.66,47.84,48.59
41.57,7.31,42.16,52.12,40.85,60.73,10.7,47.85,48.6
41.64,7.2,42.2,52.22,40.94,60.91,10.73,47.86,48.62
41.63,7.27,42.21,52.37,40.9,61.09,10.85,47.87,48.7
41.66,7.2,42.22,52.39,40.96,61.16,10.84,47.88,48.71
41.63,7.24,42.2,52.39,40.95,61.14,10.87,47.89,48.73
41.63,7.21,42.19,52.46,40.94,61.27,10.93,47.87,48.73
41.84,7.3,42.43,52.56,40.94,61.28,10.81,47.91,48.77
41.82,7.32,42.42,52.58,40.9,61.23,10.85,47.88,48.75
41.83,7.26,42.42,52.7,40.93,61.29,10.97,47.84,48.71
41.81,7.29,42.4,52.66,40.88,61.24,10.95,47.83,48.7
41.8,7.22,42.37,52.66,40.92,61.31,10.95,47.82,48.69
41.79,7.26,42.37,52.62,40.87,61.24,10.93,47.81,48.67
41.89,7.24,42.47,52.69,40.89,61.27,10.9,47.79,48.64
41.87,7.25,42.46,52.74,40.87,61.32,10.96,47.78,48.65
41.89,7.25,42.47,52.74,40.87,61.33,10.94,47.79,48.66
41.93,7.19,42.51,52.74,40.9,61.29,10.91,47.75,48.61
41.96,7.18,42.53,52.76,40.92,61.31,10.9,47.75,48.61
41.93,7.2,42.51,52.79,40.87,61.37,10.94,47.73,48.62
41.87,7.22,42.45,52.7,40.83,61.3,10.92,47.73,48.6
41.88,7.26,42.47,52.72,40.81,61.29,10.92,47.72,48.61
41.8,7.27,42.39,52.62,40.79,61.24,10.9,47.73,48.61
41.79,7.27,42.38,52.65,40.78,61.29,10.94,47.72,48.61
41.83,7.23,42.41,52.68,40.81,61.32,10.93,47.7,48.6
41.82,7.23,42.39,52.65,40.79,61.3,10.91,47.69,48.58
41.85,7.23,42.42,52.62,40.81,61.24,10.86,47.7,48.57
41.93,7.3,42.53,52.62,40.82,61.25,10.76,47.76,48.63
41.83,7.26,42.42,52.59,40.81,61.22,10.85,47.73,48.6
41.89,7.24,42.47,52.65,40.83,61.27,10.85,47.75,48.61
41.81,7.3,42.4,52.55,40.79,61.21,10.83,47.78,48.64
41.69,7.4,42.3,52.46,40.69,61.07,10.87,47.75,48.62
41.77,7.44,42.39,52.38,40.7,60.98,10.7,47.79,48.63
41.7,7.37,42.3,52.43,40.7,60.98,10.84,47.73,48.58
41.74,7.41,42.35,52.49,40.7,61.05,10.85,47.77,48.63
41.68,7.3,42.26,52.49,40.74,61.15,10.91,47.74,48.6
41.63,7.38,42.23,52.48,40.65,61.08,10.95,47.72,48.59
41.85,7.25,42.43,52.59,40.78,61.16,10.85,47.72,48.55
41.66,7.35,42.26,52.42,40.69,60.98,10.87,47.71,48.55
41.78,7.29,42.36,52.5,40.75,61.06,10.84,47.74,48.56
41.99,7.25,42.57,52.55,40.86,61.13,10.67,47.78,48.58
41.99,7.23,42.57,52.57,40.86,61.15,10.68,47.74,48.56
42.04,7.22,42.62,52.54,40.89,61.09,10.61,47.76,48.55
41.95,7.26,42.53,52.5,40.82,61.1,10.65,47.75,48.56
41.9,7.2,42.47,52.49,40.81,61.08,10.71,47.71,48.5
42.05,7.24,42.64,52.65,40.86,61.19,10.69,47.74,48.57
41.89,7.18,42.45,52.51,40.84,61.08,10.75,47.69,48.5
42.06,7.19,42.64,51.92,40.88,60.44,10.03,47.72,48.34
42.09,7.26,42.68,51.96,40.84,60.41,10.04,47.72,48.35
42.08,7.26,42.68,52.58,40.85,61.02,10.6,47.7,48.5
42.1,7.2,42.69,52.63,40.88,61.02,10.65,47.68,48.46
42.08,7.21,42.67,52.59,40.89,61.06,10.61,47.7,48.5
42.01,7.15,42.58,52.66,40.89,61.15,10.77,47.67,48.49
41.83,7.16,42.41,52.5,40.87,61.05,10.79,47.69,48.5
41.84,7.18,42.42,52.55,40.87,61.11,10.82,47.71,48.53
41.66,6.42,42.05,52.34,41.36,61.77,10.79,47.67,48.5
41.51,6.84,41.98,52.16,40.98,61.33,10.77,47.66,48.48
41.49,6.96,41.98,52.18,40.91,61.28,10.79,47.7,48.53
41.34,7.01,41.84,52.0,40.86,61.13,10.77,47.69,48.52
41.36,7.02,41.86,52.02,40.86,61.15,10.78,47.7,48.54
41.39,7.01,41.89,52.05,40.85,61.18,10.78,47.69,48.52
41.37,7.01,41.87,52.03,40.85,61.15,10.78,47.69,48.52
41.45,6.96,41.94,52.16,40.89,61.27,10.82,47.67,48.52
41.49,6.97,41.98,52.11,40.88,61.17,10.74,47.66,48.48
41.72,6.99,42.25,52.35,40.95,61.19,10.73,47.67,48.49
41.7,6.96,42.22,52.37,40.95,61.2,10.78,47.65,48.48
41.83,6.96,42.36,52.42,41.03,61.23,10.69,47.7,48.52
41.91,7.14,42.49,52.58,40.96,61.11,10.77,47.7,48.53
41.8,6.94,42.33,52.49,41.04,61.31,10.79,47.68,48.53
41.9,7.01,42.45,52.49,41.04,61.31,10.68,47.73,48.57
41.8,6.94,42.32,52.42,41.06,61.35,10.7,47.72,48.57
41.8,6.93,42.33,52.47,41.06,61.41,10.74,47.71,48.57
41.84,6.96,42.37,52.54,41.08,61.47,10.77,47.74,48.62
41.89,6.91,42.39,52.58,41.07,61.48,10.8,47.74,48.58
41.63,6.8,42.07,52.42,41.06,61.66,10.9,47.72,48.59
41.59,6.75,42.02,52.39,41.07,61.56,10.94,47.7,48.52
41.68,6.8,42.13,52.47,41.08,61.67,10.89,47.73,48.59
41.59,6.75,42.05,52.52,41.09,61.68,11.02,47.65,48.56
41.62,6.74,42.05,52.53,41.07,61.68,11.04,47.68,48.54
41.74,6.79,42.2,52.51,41.08,61.66,10.88,47.71,48.56
41.64,6.74,42.07,52.51,41.06,61.66,10.99,47.68,48.53
41.65,6.72,42.08,52.53,41.1,61.69,11.01,47.68,48.53
41.66,6.72,42.09,52.49,41.08,61.61,10.96,47.67,48.51
41.73,6.67,42.15,52.55,41.1,61.66,10.96,47.65,48.47
41.69,6.78,42.14,52.49,41.03,61.53,10.93,47.66,48.49
41.63,6.8,42.1,52.4,41.03,61.42,10.88,47.63,48.47
41.77,6.77,42.24,52.53,41.06,61.52,10.86,47.63,48.48
41.73,6.73,42.17,52.5,41.05,61.49,10.92,47.64,48.44
41.95,7.07,42.52,52.74,40.93,61.2,10.88,47.62,48.46
42.0,7.05,42.56,52.78,40.96,61.24,10.89,47.62,48.47
42.07,7.11,42.63,52.78,40.95,61.21,10.83,47.7,48.51
41.98,7.12,42.54,52.68,40.92,61.15,10.82,47.69,48.5
41.86,7.12,42.41,52.59,40.89,61.11,10.86,47.68,48.49
41.96,7.16,42.53,52.71,40.88,61.15,10.87,47.69,48.5
41.79,7.13,42.35,52.6,40.85,61.05,10.96,47.65,48.46
41.85,7.19,42.44,52.61,40.84,61.06,10.86,47.64,48.48
41.87,7.19,42.46,52.62,40.83,61.05,10.85,47.63,48.47
41.77,7.24,42.36,52.54,40.76,60.99,10.88,47.62,48.46
41.67,7.19,42.25,52.52,40.74,61.03,10.96,47.57,48.43
41.72,7.25,42.32,52.54,40.71,60.99,10.93,47.58,48.44
41.69,7.2,42.28,52.52,40.74,61.03,10.93,47.59,48.45
41.74,7.26,42.34,52.55,40.71,60.99,10.91,47.58,48.44
41.63,7.18,42.21,52.45,40.74,61.03,10.92,47.57,48.44
41.64,7.2,42.22,52.5,40.71,61.07,10.95,47.56,48.44
41.61,7.2,42.2,52.46,40.71,61.02,10.95,47.55,48.43
41.52,7.3,42.12,52.36,40.59,60.89,10.94,47.54,48.41
41.62,7.25,42.22,52.45,40.67,60.97,10.92,47.57,48.43
41.57,7.31,42.16,52.38,40.61,60.93,10.92,47.58,48.44
41.67,7.23,42.26,52.5,40.72,61.03,10.93,47.59,48.45
41.7,7.27,42.29,52.53,40.68,61.01,10.94,47.58,48.44
41.62,7.37,42.25,52.47,40.67,61.06,10.91,47.64,48.56
41.61,7.27,42.21,52.26,40.65,60.72,10.78,47.56,48.36
41.57,7.3,42.17,52.14,40.62,60.57,10.71,47.55,48.33
41.59,7.41,42.23,52.21,40.62,60.66,10.72,47.6,48.43
41.79,7.18,42.39,52.38,40.85,60.88,10.68,47.6,48.42
41.8,7.23,42.42,52.62,40.8,61.1,10.88,47.57,48.48
41.79,7.07,42.36,52.71,40.85,61.24,11.01,47.53,48.43
41.78,7.02,42.34,52.44,40.85,60.92,10.78,47.49,48.3
41.78,7.01,42.34,52.51,40.84,60.97,10.84,47.47,48.29
41.79,7.03,42.35,52.51,40.82,60.98,10.83,47.48,48.3
41.78,6.98,42.33,52.76,40.84,61.38,11.05,47.47,48.39
41.74,7.04,42.3,52.48,40.79,60.94,10.86,47.46,48.28
41.75,7.04,42.31,52.46,40.78,60.94,10.83,47.46,48.28
41.77,7.04,42.33,52.41,40.79,60.89,10.76,47.46,48.27
41.76,7.09,42.34,52.47,40.76,60.88,10.81,47.46,48.28
41.73,7.08,42.31,52.46,40.76,60.88,10.84,47.43,48.26
41.74,7.09,42.32,52.48,40.74,60.88,10.85,47.44,48.27
41.77,7.06,42.34,52.81,40.79,61.36,11.11,47.46,48.41
41.82,7.05,42.39,52.53,40.82,60.94,10.82,47.46,48.28
41.85,7.06,42.42,52.63,40.78,61.01,10.89,47.43,48.28
41.77,7.12,42.36,52.59,40.73,60.95,10.92,47.43,48.28
41.72,7.01,42.29,52.59,40.8,61.02,10.97,47.42,48.27
41.72,7.05,42.28,52.53,40.75,60.93,10.93,47.42,48.25
41.74,7.04,42.3,52.53,40.74,60.93,10.91,47.4,48.24
41.47,7.05,42.04,52.48,40.69,61.07,11.09,47.37,48.3
41.65,7.05,42.22,52.57,40.72,61.16,10.99,47.39,48.31
41.31,7.08,41.87,52.21,40.64,60.95,10.98,47.4,48.31
41.24,7.15,41.81,52.22,40.6,60.99,11.06,47.42,48.37
41.27,7.12,41.84,52.14,40.61,60.88,10.95,47.4,48.3
41.23,7.17,41.8,52.14,40.59,60.91,10.99,47.44,48.36
41.23,7.15,41.8,52.27,40.59,61.01,11.12,47.41,48.36
41.09,7.14,41.66,52.08,40.58,60.9,11.07,47.41,48.35
41.16,7.12,41.73,52.08,40.62,60.94,10.99,47.43,48.36
41.15,7.11,41.72,52.1,40.62,60.97,11.01,47.43,48.36
41.2,7.12,41.77,52.11,40.63,60.97,10.99,47.44,48.37
41.2,7.13,41.77,52.16,40.61,61.01,11.02,47.45,48.38
41.21,7.13,41.77,52.15,40.6,60.98,11.02,47.43,48.36
41.25,7.14,41.82,52.17,40.6,61.02,10.99,47.44,48.37
41.25,7.12,41.81,52.14,40.62,60.99,10.97,47.45,48.36
41.28,7.14,41.84,52.16,40.61,61.03,10.96,47.46,48.38
41.25,7.13,41.81,52.08,40.59,60.91,10.92,47.43,48.33
41.31,7.17,41.87,52.12,40.56,60.9,10.89,47.43,48.32
41.31,7.18,41.88,52.07,40.56,60.83,10.85,47.45,48.32
41.33,7.17,41.89,52.1,40.56,60.91,10.86,47.44,48.33
41.43,7.24,42.01,52.11,40.55,60.91,10.76,47.48,48.36
41.4,7.2,41.98,52.11,40.55,60.91,10.79,47.45,48.33
41.44,7.2,42.03,52.14,40.57,60.93,10.76,47.45,48.34
41.47,7.21,42.06,52.19,40.56,60.93,10.79,47.45,48.34
41.5,7.24,42.09,52.2,40.57,60.94,10.77,47.48,48.37
41.42,7.16,41.99,52.23,40.59,60.95,10.89,47.44,48.32
41.41,7.16,41.98,52.24,40.59,60.95,10.91,47.44,48.33
41.41,7.17,41.98,52.2,40.58,60.91,10.88,47.45,48.33
41.43,7.15,42.0,52.24,40.6,60.95,10.9,47.45,48.33
41.51,7.1,42.07,52.34,40.65,60.98,10.92,47.43,48.3
41.6,7.15,42.18,52.29,40.67,61.0,10.76,47.48,48.35
41.66,7.17,42.25,52.41,40.68,61.01,10.82,47.47,48.35
41.69,7.18,42.28,52.45,40.67,61.06,10.83,47.47,48.37
41.66,7.15,42.24,52.47,40.65,61.11,10.87,47.44,48.35
41.72,7.2,42.3,52.44,40.65,61.07,10.8,47.49,48.37
41.77,7.22,42.36,52.46,40.63,61.06,10.76,47.47,48.36
41.82,7.19,42.41,52.54,40.66,61.13,10.79,47.47,48.37
41.83,7.16,42.42,52.58,40.66,61.16,10.82,47.44,48.35
41.86,7.17,42.45,52.58,40.66,61.16,10.78,47.45,48.35
41.89,7.14,42.47,52.55,40.67,61.12,10.74,47.43,48.31
41.86,7.16,42.45,52.48,40.67,61.09,10.69,47.46,48.33
41.91,7.14,42.49,52.49,40.68,61.1,10.66,47.46,48.32
41.82,7.26,42.42,52.41,40.6,60.97,10.66,47.47,48.34
41.84,7.26,42.45,52.41,40.58,60.98,10.64,47.46,48.32
41.83,7.28,42.44,52.52,40.56,61.1,10.75,47.46,48.36
41.83,7.29,42.44,52.51,40.55,61.08,10.73,47.46,48.36
41.91,7.19,42.49,52.55,40.63,61.15,10.72,47.47,48.34
41.82,7.26,42.42,52.47,40.56,61.05,10.72,47.45,48.33
41.83,7.32,42.45,52.47,40.52,60.99,10.71,47.44,48.33
41.89,7.34,42.51,52.53,40.51,60.96,10.71,47.43,48.31
41.89,7.19,42.48,52.6,40.61,61.11,10.78,47.42,48.3
41.92,7.2,42.51,52.59,40.62,61.13,10.74,47.42,48.31
41.91,7.24,42.51,52.6,40.56,61.07,10.76,47.4,48.29
41.97,7.24,42.58,52.67,40.6,61.09,10.77,47.41,48.3
41.94,7.26,42.55,52.6,40.58,61.0,10.73,47.41,48.28
41.99,7.28,42.61,52.59,40.6,60.97,10.67,47.43,48.29
41.98,7.23,42.59,52.64,40.61,61.02,10.73,47.4,48.27
42.01,7.29,42.63,52.63,40.6,61.01,10.69,47.44,48.31
42.0,7.23,42.6,52.6,40.62,61.05,10.68,47.43,48.3
42.01,7.23,42.62,52.55,40.61,60.97,10.61,47.42,48.26
42.0,7.3,42.62,52.54,40.56,60.88,10.62,47.4,48.25
42.0,7.23,42.61,52.65,40.59,61.01,10.72,47.39,48.25
42.03,7.29,42.65,52.55,40.57,60.91,10.59,47.42,48.26
42.02,7.23,42.62,52.59,40.6,61.0,10.65,47.4,48.26
42.08,7.1,42.66,52.73,40.67,61.15,10.74,47.39,48.23
42.16,7.14,42.75,52.76,40.68,61.18,10.67,47.4,48.26
42.11,7.22,42.72,52.72,40.62,61.09,10.68,47.39,48.26
42.1,7.19,42.7,52.76,40.62,61.09,10.73,47.37,48.23
42.1,7.22,42.71,52.69,40.62,61.06,10.66,47.39,48.25
42.11,7.23,42.72,52.76,40.62,61.07,10.71,47.38,48.25
42.11,7.24,42.72,52.72,40.61,61.04,10.68,47.38,48.24
42.09,7.18,42.69,52.7,40.63,61.07,10.68,47.36,48.23
42.1,7.19,42.7,52.7,40.64,61.08,10.67,47.38,48.24
42.09,7.17,42.69,52.71,40.64,61.09,10.68,47.37,48.24
42.1,7.19,42.7,52.72,40.64,61.1,10.69,47.39,48.26
42.06,7.23,42.66,52.71,40.6,61.08,10.72,47.39,48.26
42.06,7.23,42.67,52.67,40.6,61.03,10.68,47.38,48.25
42.05,7.25,42.66,52.64,40.58,61.04,10.66,47.4,48.27
42.08,7.26,42.69,52.66,40.57,60.99,10.66,47.39,48.24
42.08,7.24,42.68,52.62,40.59,61.01,10.62,47.39,48.25
42.05,7.24,42.66,52.58,40.58,60.99,10.61,47.4,48.24
42.03,7.24,42.63,52.51,40.57,60.92,10.56,47.4,48.23
42.03,7.24,42.64,52.54,40.58,60.97,10.59,47.4,48.24
42.02,7.26,42.63,52.61,40.56,61.06,10.65,47.39,48.27
41.99,7.24,42.59,52.55,40.54,61.03,10.62,47.37,48.24
41.89,7.24,42.49,52.54,40.5,60.99,10.72,47.35,48.22
41.92,7.21,42.51,52.63,40.51,61.11,10.78,47.34,48.23
41.93,7.18,42.51,52.59,40.52,61.07,10.74,47.32,48.2
41.9,7.16,42.48,52.6,40.51,61.1,10.77,47.3,48.19
41.77,7.29,42.38,52.42,40.42,60.89,10.73,47.32,48.2
41.77,7.3,42.38,52.41,40.41,60.86,10.71,47.32,48.19
41.77,7.27,42.38,52.34,40.43,60.75,10.66,47.29,48.13
41.78,7.27,42.38,52.31,40.44,60.75,10.62,47.32,48.16
41.71,7.34,42.33,52.2,40.37,60.6,10.59,47.32,48.14
41.71,7.35,42.33,52.24,40.37,60.65,10.62,47.33,48.15
41.78,7.32,42.39,52.35,40.4,60.77,10.66,47.34,48.18
41.78,7.32,42.38,52.3,40.39,60.7,10.63,47.34,48.15
41.76,7.27,42.36,52.41,40.41,60.83,10.74,47.3,48.16
41.71,7.3,42.32,52.34,40.38,60.79,10.71,47.31,48.16
41.78,7.35,42.4,52.34,40.4,60.8,10.64,47.34,48.2
41.73,7.38,42.35,52.32,40.34,60.81,10.66,47.33,48.21
41.59,7.36,42.21,52.23,40.31,60.7,10.73,47.29,48.15
41.57,7.37,42.18,52.19,40.29,60.66,10.71,47.29,48.15
41.52,7.36,42.13,52.16,40.29,60.65,10.74,47.29,48.15
41.58,7.44,42.21,52.16,40.29,60.67,10.66,47.34,48.21
41.48,7.48,42.13,52.03,40.22,60.52,10.62,47.31,48.17
41.47,7.48,42.12,52.03,40.22,60.52,10.64,47.32,48.18
41.46,7.48,42.1,52.07,40.22,60.58,10.69,47.32,48.2
41.47,7.49,42.11,52.04,40.22,60.55,10.65,47.33,48.2
41.3,7.36,41.91,51.92,40.24,60.5,10.72,47.26,48.12
41.29,7.38,41.9,51.82,40.27,60.4,10.64,47.31,48.13
41.38,7.44,42.02,51.83,40.26,60.4,10.54,47.34,48.17
41.23,7.37,41.84,51.78,40.25,60.37,10.66,47.29,48.11
41.35,7.42,41.98,51.91,40.22,60.39,10.66,47.28,48.11
41.3,7.32,41.91,51.9,40.3,60.42,10.71,47.26,48.1
41.32,7.37,41.94,51.89,40.27,60.37,10.68,47.27,48.09
41.27,7.37,41.88,51.89,40.25,60.41,10.73,47.26,48.11
41.31,7.24,41.9,51.93,40.35,60.57,10.71,47.27,48.12
41.32,7.26,41.92,51.92,40.34,60.54,10.7,47.27,48.11
41.24,7.34,41.85,51.79,40.26,60.4,10.65,47.27,48.1
41.21,7.3,41.8,51.77,40.29,60.45,10.67,47.29,48.12
41.15,7.26,41.73,51.74,40.29,60.47,10.7,47.27,48.1
41.15,7.25,41.73,51.8,40.29,60.56,10.75,47.26,48.12
41.16,7.27,41.74,51.8,40.28,60.5,10.75,47.28,48.11
41.5,7.11,42.04,52.09,40.44,60.81,10.7,47.29,48.12
41.11,7.29,41.69,51.77,40.26,60.47,10.77,47.27,48.12
41.27,7.31,41.86,51.94,40.26,60.55,10.78,47.28,48.12
41.29,7.31,41.88,51.91,40.27,60.54,10.73,47.27,48.11
41.25,7.31,41.82,51.87,40.22,60.51,10.75,47.27,48.09
41.26,7.33,41.85,51.87,40.23,60.51,10.71,47.26,48.1
41.27,7.34,41.86,51.88,40.24,60.51,10.72,47.28,48.13
41.39,7.4,42.01,51.94,40.21,60.46,10.64,47.27,48.11
41.36,7.39,41.97,51.96,40.2,60.51,10.7,47.27,48.11
41.33,7.38,41.94,51.96,40.2,60.53,10.73,47.25,48.11
39.27,9.07,40.03,49.8,38.25,58.78,10.71,47.24,48.09
41.61,7.29,42.2,52.11,40.26,60.67,10.6,47.24,48.06
39.67,8.91,40.4,50.08,38.41,59.01,10.59,47.24,48.06
39.72,8.89,40.43,50.11,38.44,59.06,10.58,47.25,48.08
39.7,8.91,40.45,50.07,38.47,59.02,10.52,47.28,48.12
39.67,8.84,40.38,50.04,38.47,59.0,10.56,47.22,48.04
39.69,8.84,40.42,50.04,38.48,58.99,10.52,47.24,48.05
39.67,8.87,40.4,49.92,38.46,58.86,10.45,47.25,48.03
39.69,8.84,40.4,49.93,38.5,58.91,10.44,47.25,48.04
39.67,8.88,40.4,49.92,38.46,58.86,10.45,47.26,48.04
41.71,7.21,42.29,51.97,40.38,60.62,10.35,47.27,48.06
41.73,7.17,42.3,52.0,40.39,60.66,10.36,47.25,48.04
41.76,7.17,42.33,51.99,40.39,60.65,10.32,47.24,48.03
41.77,7.14,42.34,52.0,40.44,60.69,10.32,47.27,48.05
41.79,7.12,42.35,51.98,40.46,60.66,10.29,47.26,48.04
41.76,7.13,42.32,51.87,40.44,60.54,10.21,47.25,48.0
41.72,7.15,42.3,51.81,40.46,60.54,10.18,47.27,48.04
41.65,7.19,42.23,51.74,40.36,60.44,10.2,47.24,47.99
41.66,7.15,42.22,51.79,40.38,60.48,10.24,47.24,47.98
41.64,7.16,42.2,51.78,40.37,60.5,10.25,47.24,47.99
41.51,7.13,42.06,51.73,40.33,60.44,10.34,47.2,47.95
41.64,7.15,42.2,51.78,40.36,60.5,10.25,47.22,47.98
41.61,7.17,42.17,51.74,40.35,60.47,10.24,47.23,47.99
41.57,7.19,42.14,51.79,40.32,60.51,10.32,47.22,48.0
41.7,7.21,42.28,51.93,40.34,60.57,10.33,47.23,48.01
41.6,7.24,42.19,51.77,40.31,60.48,10.26,47.25,48.02
41.51,7.28,42.09,51.79,40.3,60.52,10.38,47.27,48.07
41.6,7.17,42.16,51.81,40.33,60.49,10.33,47.21,47.97
41.59,7.16,42.14,51.78,40.35,60.5,10.31,47.25,48.0
41.61,7.1,42.15,51.82,40.38,60.54,10.34,47.22,47.97
41.59,7.07,42.12,51.8,40.38,60.56,10.34,47.21,47.97
41.7,7.13,42.25,51.94,40.36,60.57,10.36,47.21,47.97
41.69,7.13,42.24,51.91,40.35,60.6,10.34,47.22,47.98
41.66,7.19,42.22,51.9,40.32,60.57,10.35,47.24,48.0
41.68,7.12,42.22,51.86,40.39,60.59,10.3,47.26,48.0
41.69,7.09,42.23,51.92,40.39,60.67,10.34,47.23,48.0
41.69,7.12,42.24,51.84,40.41,60.58,10.27,47.28,48.01
41.7,7.07,42.24,51.78,40.42,60.47,10.22,47.23,47.94
41.72,7.09,42.26,51.8,40.41,60.5,10.22,47.23,47.95
41.7,7.1,42.25,51.78,40.42,60.47,10.21,47.25,47.97
41.73,7.04,42.26,51.8,40.45,60.5,10.21,47.23,47.94
41.74,7.11,42.3,51.8,40.45,60.51,10.17,47.26,48.0
41.74,7.06,42.28,51.82,40.43,60.55,10.2,47.23,47.96
41.8,7.09,42.36,51.89,40.43,60.64,10.18,47.23,47.99
41.75,7.0,42.28,51.86,40.47,60.61,10.23,47.21,47.94
41.78,7.02,42.33,51.85,40.48,60.63,10.16,47.21,47.96
41.57,7.11,42.14,51.67,40.37,60.48,10.19,47.19,47.96
41.63,7.0,42.17,51.77,40.45,60.65,10.23,47.19,47.96
41.64,6.98,42.18,51.71,40.48,60.57,10.17,47.19,47.94
41.62,6.98,42.15,51.67,40.44,60.51,10.15,47.16,47.9
41.67,6.93,42.2,51.74,40.51,60.58,10.17,47.16,47.91
41.61,6.96,42.15,51.68,40.47,60.5,10.17,47.14,47.9
41.61,6.95,42.15,51.62,40.47,60.43,10.11,47.13,47.86
41.62,6.96,42.17,51.66,40.47,60.51,10.13,47.13,47.89
41.68,6.99,42.23,51.69,40.46,60.48,10.1,47.12,47.88
41.63,6.94,42.17,51.69,40.48,60.54,10.15,47.11,47.88
41.7,7.05,42.26,51.71,40.41,60.43,10.1,47.12,47.87
41.82,7.05,42.39,51.87,40.42,60.5,10.13,47.11,47.87
41.94,7.14,42.53,51.96,40.37,60.45,10.11,47.11,47.86
41.93,7.21,42.54,51.96,40.38,60.45,10.1,47.15,47.92
41.75,7.22,42.35,51.72,40.29,60.28,10.06,47.11,47.86
41.74,7.2,42.34,51.73,40.31,60.34,10.07,47.12,47.88
41.72,7.26,42.33,51.74,40.27,60.3,10.1,47.12,47.89
41.73,7.12,42.31,51.71,40.36,60.31,10.07,47.1,47.85
41.69,7.18,42.29,51.7,40.31,60.29,10.1,47.11,47.86
41.83,7.07,42.39,51.8,40.39,60.38,10.09,47.14,47.85
41.97,7.1,42.54,51.97,40.39,60.44,10.12,47.14,47.85
41.95,7.13,42.52,52.01,40.41,60.5,10.17,47.19,47.92
41.84,7.19,42.44,51.92,40.36,60.46,10.17,47.17,47.93
41.97,7.17,42.57,52.0,40.41,60.52,10.11,47.18,47.93
41.96,7.14,42.55,51.96,40.43,60.48,10.09,47.17,47.91
42.0,7.02,42.57,51.97,40.55,60.55,10.06,47.18,47.92
42.24,6.95,42.79,52.25,40.65,60.83,10.09,47.22,47.97
42.09,6.95,42.64,52.15,40.61,60.8,10.15,47.21,47.97
42.08,6.96,42.63,52.15,40.63,60.81,10.16,47.24,48.0
42.06,6.98,42.61,52.12,40.64,60.79,10.15,47.27,48.03
42.03,6.95,42.57,52.11,40.65,60.82,10.17,47.27,48.03
42.06,7.02,42.62,52.1,40.61,60.72,10.13,47.28,48.02
41.93,7.01,42.48,52.03,40.58,60.63,10.22,47.27,47.99
41.98,7.0,42.53,52.15,40.6,60.76,10.28,47.28,48.03
